"","Onderwijsvolgend","Arbeidskenmerken","Uitkering","Geregistreerd.werkzoekende.bij.UWV","Perioden","Gemeente","Jongeren..15.tot.27.jaar...aantal.","Leeftijd","Marges","Regioaanduiding.Soort.regio..omschrijving.","Psychische.klachten....","Hoog.risico.op.angst.of.depressie...."
"571","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Purmerend",12600,NA,NA,NA,NA,NA
"572","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Putten",3500,NA,NA,NA,NA,NA
"573","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Raalte",5100,NA,NA,NA,NA,NA
"574","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reimerswaal",3600,NA,NA,NA,NA,NA
"575","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renkum",3300,NA,NA,NA,NA,NA
"576","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Renswoude",900,NA,NA,NA,NA,NA
"577","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Reusel-De Mierden",1600,NA,NA,NA,NA,NA
"578","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rheden",5400,NA,NA,NA,NA,NA
"579","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rhenen",2800,NA,NA,NA,NA,NA
"580","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Ridderkerk",5800,NA,NA,NA,NA,NA
"581","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijssen-Holten",6000,NA,NA,NA,NA,NA
"582","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rijswijk (ZH.)",6400,NA,NA,NA,NA,NA
"583","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roerdalen",2200,NA,NA,NA,NA,NA
"584","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roermond",7600,NA,NA,NA,NA,NA
"585","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Ronde Venen",5900,NA,NA,NA,NA,NA
"586","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Roosendaal",10700,NA,NA,NA,NA,NA
"587","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rotterdam",112100,NA,NA,NA,NA,NA
"588","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rozendaal",200,NA,NA,NA,NA,NA
"589","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Rucphen",2700,NA,NA,NA,NA,NA
"590","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schagen",6500,NA,NA,NA,NA,NA
"591","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Scherpenzeel",1600,NA,NA,NA,NA,NA
"592","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiedam",11300,NA,NA,NA,NA,NA
"593","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schiermonnikoog",100,NA,NA,NA,NA,NA
"594","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Schouwen-Duiveland",4000,NA,NA,NA,NA,NA
"595","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Simpelveld",1200,NA,NA,NA,NA,NA
"596","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sint-Michielsgestel",3800,NA,NA,NA,NA,NA
"597","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sittard-Geleen",11500,NA,NA,NA,NA,NA
"598","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sliedrecht",3600,NA,NA,NA,NA,NA
"599","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Sluis",2500,NA,NA,NA,NA,NA
"600","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Smallingerland",7800,NA,NA,NA,NA,NA
"601","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Soest",6200,NA,NA,NA,NA,NA
"602","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Someren",2700,NA,NA,NA,NA,NA
"603","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Son en Breugel",2200,NA,NA,NA,NA,NA
"604","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stadskanaal",4100,NA,NA,NA,NA,NA
"605","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Staphorst",3000,NA,NA,NA,NA,NA
"606","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stede Broec",3100,NA,NA,NA,NA,NA
"607","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenbergen",3200,NA,NA,NA,NA,NA
"608","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Steenwijkerland",5900,NA,NA,NA,NA,NA
"609","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stein (L.)",2800,NA,NA,NA,NA,NA
"610","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Stichtse Vecht",8100,NA,NA,NA,NA,NA
"611","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Súdwest-Fryslân",12100,NA,NA,NA,NA,NA
"612","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terneuzen",6600,NA,NA,NA,NA,NA
"613","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Terschelling",900,NA,NA,NA,NA,NA
"614","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Texel",1700,NA,NA,NA,NA,NA
"615","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Teylingen",5300,NA,NA,NA,NA,NA
"616","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tholen",3800,NA,NA,NA,NA,NA
"617","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tiel",6300,NA,NA,NA,NA,NA
"618","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tilburg",42100,NA,NA,NA,NA,NA
"619","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tubbergen",3500,NA,NA,NA,NA,NA
"620","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Twenterand",5100,NA,NA,NA,NA,NA
"621","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tynaarlo",3600,NA,NA,NA,NA,NA
"622","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Tytsjerksteradiel",4300,NA,NA,NA,NA,NA
"623","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uitgeest",2000,NA,NA,NA,NA,NA
"624","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Uithoorn",4100,NA,NA,NA,NA,NA
"625","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Urk",4100,NA,NA,NA,NA,NA
"626","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrecht (gemeente)",70600,NA,NA,NA,NA,NA
"627","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Utrechtse Heuvelrug",6200,NA,NA,NA,NA,NA
"628","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vaals",1400,NA,NA,NA,NA,NA
"629","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenburg aan de Geul",1800,NA,NA,NA,NA,NA
"630","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Valkenswaard",3900,NA,NA,NA,NA,NA
"631","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veendam",3600,NA,NA,NA,NA,NA
"632","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veenendaal",10200,NA,NA,NA,NA,NA
"633","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veere",2600,NA,NA,NA,NA,NA
"634","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Veldhoven",5700,NA,NA,NA,NA,NA
"635","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Velsen",9300,NA,NA,NA,NA,NA
"636","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venlo",13800,NA,NA,NA,NA,NA
"637","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Venray",6100,NA,NA,NA,NA,NA
"638","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vijfheerenlanden",8100,NA,NA,NA,NA,NA
"639","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlaardingen",9800,NA,NA,NA,NA,NA
"640","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlieland",300,NA,NA,NA,NA,NA
"641","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vlissingen",5900,NA,NA,NA,NA,NA
"642","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voerendaal",1300,NA,NA,NA,NA,NA
"643","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorne aan Zee",9000,NA,NA,NA,NA,NA
"644","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorschoten",3200,NA,NA,NA,NA,NA
"645","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Voorst",3100,NA,NA,NA,NA,NA
"646","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Vught",3600,NA,NA,NA,NA,NA
"647","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waadhoeke",6300,NA,NA,NA,NA,NA
"648","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalre",2000,NA,NA,NA,NA,NA
"649","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waalwijk",6600,NA,NA,NA,NA,NA
"650","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waddinxveen",4100,NA,NA,NA,NA,NA
"651","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wageningen",11000,NA,NA,NA,NA,NA
"652","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wassenaar",3500,NA,NA,NA,NA,NA
"653","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Waterland",2100,NA,NA,NA,NA,NA
"654","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weert",6700,NA,NA,NA,NA,NA
"655","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Betuwe",7400,NA,NA,NA,NA,NA
"656","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","West Maas en Waal",2500,NA,NA,NA,NA,NA
"657","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerkwartier",8500,NA,NA,NA,NA,NA
"658","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerveld",2200,NA,NA,NA,NA,NA
"659","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westervoort",1800,NA,NA,NA,NA,NA
"660","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westerwolde",3300,NA,NA,NA,NA,NA
"661","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Westland",15600,NA,NA,NA,NA,NA
"662","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Weststellingwerf",3300,NA,NA,NA,NA,NA
"663","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wierden",3400,NA,NA,NA,NA,NA
"664","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijchen",5600,NA,NA,NA,NA,NA
"665","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijdemeren",2900,NA,NA,NA,NA,NA
"666","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wijk bij Duurstede",3100,NA,NA,NA,NA,NA
"667","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Winterswijk",4000,NA,NA,NA,NA,NA
"668","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woensdrecht",2700,NA,NA,NA,NA,NA
"669","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woerden",7400,NA,NA,NA,NA,NA
"670","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","De Wolden",3200,NA,NA,NA,NA,NA
"671","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Wormerland",2300,NA,NA,NA,NA,NA
"672","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Woudenberg",2000,NA,NA,NA,NA,NA
"673","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaanstad",21600,NA,NA,NA,NA,NA
"674","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zaltbommel",4700,NA,NA,NA,NA,NA
"675","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zandvoort",1900,NA,NA,NA,NA,NA
"676","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeewolde",3700,NA,NA,NA,NA,NA
"677","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zeist",9200,NA,NA,NA,NA,NA
"678","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zevenaar",5600,NA,NA,NA,NA,NA
"679","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoetermeer",16800,NA,NA,NA,NA,NA
"680","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zoeterwoude",1200,NA,NA,NA,NA,NA
"681","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zuidplas",6000,NA,NA,NA,NA,NA
"682","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zundert",2900,NA,NA,NA,NA,NA
"683","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zutphen",6500,NA,NA,NA,NA,NA
"684","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwartewaterland",3800,NA,NA,NA,NA,NA
"685","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwijndrecht",5900,NA,NA,NA,NA,NA
"686","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2021","Zwolle",20800,NA,NA,NA,NA,NA
"687","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Nederland",2640300,"18 jaar of ouder","Waarde","Land      ",22.2,10.2
"688","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aa en Hunze",2900,"18 jaar of ouder","Waarde","Gemeente  ",16,6.4
"689","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aalsmeer",4800,"18 jaar of ouder","Waarde","Gemeente  ",19.3,8.2
"690","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Aalten",3600,"18 jaar of ouder","Waarde","Gemeente  ",16.8,7.7
"691","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Achtkarspelen",4100,"18 jaar of ouder","Waarde","Gemeente  ",17.8,7.7
"692","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alblasserdam",3000,"18 jaar of ouder","Waarde","Gemeente  ",21.7,9.7
"693","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Albrandswaard",3500,"18 jaar of ouder","Waarde","Gemeente  ",19,7.9
"694","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alkmaar",14800,"18 jaar of ouder","Waarde","Gemeente  ",23,10.9
"695","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Almelo",10900,"18 jaar of ouder","Waarde","Gemeente  ",23.2,12
"696","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Almere",32500,"18 jaar of ouder","Waarde","Gemeente  ",23.6,11.5
"697","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alphen aan den Rijn",15600,"18 jaar of ouder","Waarde","Gemeente  ",20.8,9.3
"698","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Alphen-Chaam",1300,"18 jaar of ouder","Waarde","Gemeente  ",16.9,6.5
"699","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Altena",8200,"18 jaar of ouder","Waarde","Gemeente  ",18,7.6
"700","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ameland",600,"18 jaar of ouder","Waarde","Gemeente  ",18.3,8.4
"701","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amersfoort",23500,"18 jaar of ouder","Waarde","Gemeente  ",21.5,10.1
"702","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amstelveen",13900,"18 jaar of ouder","Waarde","Gemeente  ",24.2,10.4
"703","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Amsterdam",159400,"18 jaar of ouder","Waarde","Gemeente  ",31.6,15.1
"704","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Apeldoorn",23000,"18 jaar of ouder","Waarde","Gemeente  ",20.6,9.6
"705","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Arnhem",27600,"18 jaar of ouder","Waarde","Gemeente  ",26.2,13.3
"706","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Assen",10000,"18 jaar of ouder","Waarde","Gemeente  ",20.1,9.2
"707","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Asten",2400,"18 jaar of ouder","Waarde","Gemeente  ",18.2,7.7
"708","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Baarle-Nassau",800,"18 jaar of ouder","Waarde","Gemeente  ",18.3,7.1
"709","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Baarn",2800,"18 jaar of ouder","Waarde","Gemeente  ",18.9,8.1
"710","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Barendrecht",7200,"18 jaar of ouder","Waarde","Gemeente  ",20.6,8.8
"711","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Barneveld",9600,"18 jaar of ouder","Waarde","Gemeente  ",17.4,7.8
"712","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beek (L.)",1800,NA,NA,NA,NA,NA
"713","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beekdaelen",4000,"18 jaar of ouder","Waarde","Gemeente  ",20.9,8.7
"714","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beesel",1700,"18 jaar of ouder","Waarde","Gemeente  ",19.8,8.6
"715","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Berg en Dal",4400,"18 jaar of ouder","Waarde","Gemeente  ",18.4,7.9
"716","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergeijk",2600,"18 jaar of ouder","Waarde","Gemeente  ",17.5,6.8
"717","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen (L.)",1600,"18 jaar of ouder","Waarde","Gemeente  ",18.8,7.7
"718","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen (NH.)",3600,"18 jaar of ouder","Waarde","Gemeente  ",16.9,6.9
"719","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bergen op Zoom",9000,"18 jaar of ouder","Waarde","Gemeente  ",23.5,10.8
"720","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Berkelland",5900,"18 jaar of ouder","Waarde","Gemeente  ",15.5,7.2
"721","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bernheze",4800,"18 jaar of ouder","Waarde","Gemeente  ",17.1,7.2
"722","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Best",4300,"18 jaar of ouder","Waarde","Gemeente  ",19.5,8.3
"723","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beuningen",3300,"18 jaar of ouder","Waarde","Gemeente  ",17.8,7.8
"724","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Beverwijk",5800,"18 jaar of ouder","Waarde","Gemeente  ",23.7,11.8
"725","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","De Bilt",5300,"18 jaar of ouder","Waarde","Gemeente  ",18.9,7.8
"726","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bladel",2900,"18 jaar of ouder","Waarde","Gemeente  ",17.8,7
"727","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Blaricum",1300,"18 jaar of ouder","Waarde","Gemeente  ",16.1,6.6
"728","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bloemendaal",2800,"18 jaar of ouder","Waarde","Gemeente  ",15.5,6
"729","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bodegraven-Reeuwijk",5000,"18 jaar of ouder","Waarde","Gemeente  ",18.4,7.8
"730","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Boekel",1700,"18 jaar of ouder","Waarde","Gemeente  ",16.6,7.1
"731","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borger-Odoorn",3100,"18 jaar of ouder","Waarde","Gemeente  ",17.9,7.9
"732","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borne",3100,"18 jaar of ouder","Waarde","Gemeente  ",16.9,7.7
"733","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Borsele",3200,"18 jaar of ouder","Waarde","Gemeente  ",17.5,7.1
"734","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Boxtel",4700,"18 jaar of ouder","Waarde","Gemeente  ",19.5,8.5
"735","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Breda",30900,"18 jaar of ouder","Waarde","Gemeente  ",23.7,10.6
"736","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bronckhorst",4800,"18 jaar of ouder","Waarde","Gemeente  ",15.3,6.6
"737","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Brummen",2500,"18 jaar of ouder","Waarde","Gemeente  ",17.5,7.9
"738","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Brunssum",3200,"18 jaar of ouder","Waarde","Gemeente  ",26,12.1
"739","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bunnik",1900,"18 jaar of ouder","Waarde","Gemeente  ",16.7,6.4
"740","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Bunschoten",3400,"18 jaar of ouder","Waarde","Gemeente  ",17.6,8
"741","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Buren",3700,"18 jaar of ouder","Waarde","Gemeente  ",16.7,7
"742","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Capelle aan den IJssel",9100,"18 jaar of ouder","Waarde","Gemeente  ",24.3,11.5
"743","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Castricum",4700,"18 jaar of ouder","Waarde","Gemeente  ",17.2,7.2
"744","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Coevorden",4700,"18 jaar of ouder","Waarde","Gemeente  ",17.4,8
"745","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Cranendonck",2700,"18 jaar of ouder","Waarde","Gemeente  ",18.7,7.5
"746","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Culemborg",3900,"18 jaar of ouder","Waarde","Gemeente  ",20.7,9.4
"747","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dalfsen",4200,"18 jaar of ouder","Waarde","Gemeente  ",15.2,6.3
"748","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dantumadiel",2600,"18 jaar of ouder","Waarde","Gemeente  ",17.5,7.3
"749","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Delft",26500,"18 jaar of ouder","Waarde","Gemeente  ",27.8,13
"750","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deurne",4500,"18 jaar of ouder","Waarde","Gemeente  ",18.2,7.8
"751","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Deventer",15400,"18 jaar of ouder","Waarde","Gemeente  ",22.2,11.1
"752","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Diemen",6400,"18 jaar of ouder","Waarde","Gemeente  ",27.5,12.2
"753","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dijk en Waard",12500,"18 jaar of ouder","Waarde","Gemeente  ",20.2,9.2
"754","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dinkelland",4200,"18 jaar of ouder","Waarde","Gemeente  ",15.6,6.2
"755","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doesburg",1400,"18 jaar of ouder","Waarde","Gemeente  ",21.3,10.4
"756","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Doetinchem",8300,"18 jaar of ouder","Waarde","Gemeente  ",19.9,9.7
"757","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dongen",3600,"18 jaar of ouder","Waarde","Gemeente  ",19.9,8.6
"758","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dordrecht",17200,"18 jaar of ouder","Waarde","Gemeente  ",25.4,12.1
"759","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drechterland",2800,"18 jaar of ouder","Waarde","Gemeente  ",17.4,7.4
"760","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Drimmelen",3500,"18 jaar of ouder","Waarde","Gemeente  ",18.4,7.5
"761","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Dronten",6500,"18 jaar of ouder","Waarde","Gemeente  ",19.5,9.1
"762","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Druten",2700,"18 jaar of ouder","Waarde","Gemeente  ",18.3,8.2
"763","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Duiven",3400,"18 jaar of ouder","Waarde","Gemeente  ",18.5,8.4
"764","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Echt-Susteren",3700,"18 jaar of ouder","Waarde","Gemeente  ",21.4,8.7
"765","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Edam-Volendam",5500,"18 jaar of ouder","Waarde","Gemeente  ",17.5,7.4
"766","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Ede",18800,"18 jaar of ouder","Waarde","Gemeente  ",19.5,8.9
"767","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemnes",1300,"18 jaar of ouder","Waarde","Gemeente  ",16.8,6.9
"768","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eemsdelta",5800,"18 jaar of ouder","Waarde","Gemeente  ",22.1,10
"769","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eersel",2600,"18 jaar of ouder","Waarde","Gemeente  ",17,6.7
"770","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eijsden-Margraten",2900,"18 jaar of ouder","Waarde","Gemeente  ",18.5,7.1
"771","Totaal ","Totaal ","Totaal met of zonder uitkering","Totaal","2022","Eindhoven",43200,"18 jaar of ouder","Waarde","Gemeente  ",26,12.4
